Agency Type,State,City,Crime Type,Victim Sex,Victim Age,Victim Race,Victim Ethnicity,Weapon,Victim Count,Perpetrator Count,Crime Solved,is_victim_age_missing
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,29,Black,Unknown,Handgun,0,0,No,False
State Police,New York,New York_othercity,Murder or Manslaughter,Male,51,White,Not Hispanic,Handgun,1,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,24,White,Unknown,Handgun,0,2,Yes,False
Sheriff,West Virginia,West Virginia_othercity,Murder or Manslaughter,Male,20,Unknown,Unknown,Handgun,0,0,Yes,False
Municipal Police,Tennessee,Shelby,Murder or Manslaughter,Female,33,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Indiana,Lake,Murder or Manslaughter,Male,37,Black,Unknown,Firearm,0,0,No,False
Municipal Police,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,42,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,53,White,Not Hispanic,Handgun,0,0,No,False
Sheriff,Georgia,Georgia_othercity,Murder or Manslaughter,Female,37,White,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Male,32,White,Unknown,Knife,0,0,No,False
Municipal Police,Indiana,Lake,Murder or Manslaughter,Male,22,Black,Unknown,Handgun,0,0,No,False
Municipal Police,District of Columbia,District of Columbia,Murder or Manslaughter,Male,31,Black,Not Hispanic,Knife,0,0,No,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Female,30,White,Hispanic,Handgun,0,0,Yes,False
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,71,Black,Unknown,Handgun,0,0,No,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,23,Black,Unknown,Gun,0,0,No,False
Municipal Police,Texas,Texas_othercity,Murder or Manslaughter,Male,35,White,Hispanic,Handgun,0,0,Yes,False
Sheriff,Florida,Orange,Murder or Manslaughter,Male,38,Black,Unknown,Handgun,0,2,Yes,False
Municipal Police,Indiana,Marion,Murder or Manslaughter,Female,47,Black,Not Hispanic,Blunt Object,0,0,Yes,False
Municipal Police,New York,Erie,Murder or Manslaughter,Male,27,White,Hispanic,Handgun,0,0,No,False
Municipal Police,Florida,Palm Beach,Murder or Manslaughter,Male,17,Black,Unknown,Firearm,2,0,Yes,False
Municipal Police,Florida,Broward,Murder or Manslaughter,Female,29,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,34,White,Unknown,Unknown,0,0,No,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,27,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Indiana,Marion,Murder or Manslaughter,Female,3,White,Not Hispanic,Blunt Object,0,1,Yes,True
Municipal Police,Georgia,Fulton,Murder or Manslaughter,Male,39,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,48,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Male,71,Black,Unknown,Blunt Object,0,0,No,False
Municipal Police,Florida,Florida_othercity,Murder or Manslaughter,Male,43,Black,Unknown,Handgun,0,0,No,False
Sheriff,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,24,Black,Unknown,Handgun,0,1,Yes,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Male,59,White,Not Hispanic,Knife,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Female,53,White,Unknown,Knife,0,0,Yes,False
Municipal Police,Colorado,Colorado_othercity,Murder or Manslaughter,Male,47,White,Unknown,Knife,0,0,Yes,False
Municipal Police,Florida,Florida_othercity,Murder or Manslaughter,Male,51,White,Unknown,Knife,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,19,White,Hispanic,Knife,0,0,No,False
Sheriff,Virginia,Virginia_othercity,Murder or Manslaughter,Female,35,Black,Unknown,Handgun,3,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,38,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Texas,Tarrant,Murder or Manslaughter,Male,53,White,Unknown,Firearm,0,1,Yes,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Male,22,White,Unknown,Firearm,0,0,No,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,43,Black,Hispanic,Unknown,0,0,Yes,False
Municipal Police,Florida,Broward,Murder or Manslaughter,Male,59,Black,Unknown,Handgun,0,0,No,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,21,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,19,White,Hispanic,Handgun,0,0,No,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Male,22,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,New Jersey,Essex,Murder or Manslaughter,Male,22,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Indiana,Lake,Murder or Manslaughter,Male,44,Black,Unknown,Handgun,0,0,Yes,False
State Police,New York,New York_othercity,Murder or Manslaughter,Female,46,White,Not Hispanic,Shotgun,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,39,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Oklahoma,Oklahoma_othercity,Murder or Manslaughter,Male,26,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,16,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Ohio,Hamilton,Murder or Manslaughter,Male,25,Black,Unknown,Handgun,0,0,No,False
Sheriff,Maryland,Maryland_othercity,Murder or Manslaughter,Male,37,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Oklahoma,Oklahoma_othercity,Murder or Manslaughter,Female,18,White,Hispanic,Firearm,0,0,Yes,False
Municipal Police,California,Fresno,Murder or Manslaughter,Male,28,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,40,White,Hispanic,Knife,0,0,No,False
Municipal Police,Nevada,Clark,Murder or Manslaughter,Male,60,White,Hispanic,Knife,0,0,Yes,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Unknown,998,Black,Not Hispanic,Handgun,1,0,No,True
Municipal Police,New York,New York_othercity,Murder or Manslaughter,Male,35,Black,Not Hispanic,Unknown,0,1,Yes,False
Municipal Police,Ohio,Ohio_othercity,Murder or Manslaughter,Male,65,White,Unknown,Knife,0,0,Yes,False
Municipal Police,Pennsylvania,Pennsylvania_othercity,Murder or Manslaughter,Male,88,White,Not Hispanic,Blunt Object,0,0,Yes,False
Municipal Police,New Mexico,Bernalillo,Murder or Manslaughter,Female,53,White,Hispanic,Blunt Object,0,0,Yes,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,44,White,Hispanic,Handgun,0,1,Yes,False
Municipal Police,New York,New York,Murder or Manslaughter,Female,32,Black,Unknown,Handgun,1,0,No,False
Sheriff,Florida,Florida_othercity,Murder or Manslaughter,Female,14,White,Unknown,Firearm,1,0,Yes,False
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Male,3,Black,Not Hispanic,Blunt Object,0,1,Yes,True
Municipal Police,Georgia,Georgia_othercity,Murder or Manslaughter,Female,28,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Pennsylvania,Pennsylvania_othercity,Murder or Manslaughter,Male,47,White,Not Hispanic,Unknown,0,0,No,False
Municipal Police,Texas,Texas_othercity,Murder or Manslaughter,Male,46,White,Hispanic,Firearm,0,0,No,False
Municipal Police,Florida,Florida_othercity,Manslaughter by Negligence,Male,28,White,Unknown,Handgun,0,1,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Female,32,Black,Unknown,Blunt Object,0,0,No,False
Municipal Police,Maryland,Baltimore city,Murder or Manslaughter,Male,28,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,21,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,20,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,Kentucky,Kentucky_othercity,Murder or Manslaughter,Male,28,White,Unknown,Handgun,0,0,Yes,False
Sheriff,Florida,Florida_othercity,Murder or Manslaughter,Male,60,White,Unknown,Firearm,1,0,Yes,False
Municipal Police,Nevada,Clark,Murder or Manslaughter,Female,32,Black,Not Hispanic,Firearm,0,0,Yes,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,33,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,20,Black,Unknown,Handgun,0,0,No,False
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Male,39,Black,Unknown,Firearm,0,0,No,False
Sheriff,California,Los Angeles,Murder or Manslaughter,Male,34,White,Hispanic,Handgun,0,0,No,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Female,26,White,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Washington,Washington_othercity,Murder or Manslaughter,Female,29,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,55,White,Hispanic,Firearm,0,0,No,False
Sheriff,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,22,Black,Unknown,Knife,0,0,Yes,False
Municipal Police,Ohio,Ohio_othercity,Murder or Manslaughter,Male,23,Black,Unknown,Gun,1,0,No,False
Sheriff,Missouri,Missouri_othercity,Murder or Manslaughter,Male,7,White,Unknown,Knife,2,0,Yes,True
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Female,24,White,Not Hispanic,Strangulation,0,0,Yes,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,22,Black,Unknown,Handgun,0,1,No,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,52,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,Louisiana,Louisiana_othercity,Murder or Manslaughter,Male,34,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Male,24,Black,Not Hispanic,Firearm,1,0,No,False
Municipal Police,Arizona,Arizona_othercity,Murder or Manslaughter,Male,1,White,Hispanic,Unknown,0,0,Yes,True
Municipal Police,Texas,Texas_othercity,Murder or Manslaughter,Male,41,White,Not Hispanic,Firearm,0,1,Yes,False
Sheriff,Florida,Florida_othercity,Manslaughter by Negligence,Male,53,White,Unknown,Firearm,0,0,Yes,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,67,Black,Unknown,Knife,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,19,Black,Unknown,Handgun,0,0,No,False
Sheriff,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,48,Black,Unknown,Blunt Object,0,0,Yes,False
Municipal Police,Utah,Utah_othercity,Murder or Manslaughter,Female,13,White,Unknown,Handgun,1,0,Yes,False
Municipal Police,California,San Bernardino,Murder or Manslaughter,Male,21,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,Tennessee,Tennessee_othercity,Murder or Manslaughter,Female,36,White,Unknown,Unknown,0,0,Yes,False
Municipal Police,Louisiana,East Baton Rouge,Murder or Manslaughter,Male,58,White,Not Hispanic,Knife,0,0,No,False
Municipal Police,Pennsylvania,Pennsylvania_othercity,Murder or Manslaughter,Male,52,Black,Not Hispanic,Fire,0,0,No,False
Municipal Police,Texas,Texas_othercity,Murder or Manslaughter,Male,20,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,41,White,Hispanic,Knife,0,0,No,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,18,White,Hispanic,Handgun,0,0,No,False
Sheriff,North Carolina,North Carolina_othercity,Murder or Manslaughter,Female,53,Native American/Alaska Native,Unknown,Rifle,0,0,Yes,False
Municipal Police,Arizona,Maricopa,Manslaughter by Negligence,Female,24,White,Hispanic,Strangulation,0,0,Yes,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,29,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,39,Black,Unknown,Handgun,0,0,No,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Female,54,White,Unknown,Unknown,0,0,Yes,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,27,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,South Carolina,South Carolina_othercity,Murder or Manslaughter,Female,19,Black,Unknown,Handgun,0,0,No,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,32,White,Unknown,Handgun,0,0,No,False
Sheriff,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,20,Black,Unknown,Firearm,0,1,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,25,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Kentucky,Kentucky_othercity,Murder or Manslaughter,Male,24,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Michigan,Michigan_othercity,Murder or Manslaughter,Male,9,White,Unknown,Knife,0,0,Yes,True
Sheriff,Virginia,Virginia_othercity,Murder or Manslaughter,Female,40,Asian/Pacific Islander,Unknown,Handgun,0,0,Yes,False
Municipal Police,Florida,Dade,Murder or Manslaughter,Male,49,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Female,47,Black,Unknown,Blunt Object,0,0,No,False
Municipal Police,Massachusetts,Massachusetts_othercity,Murder or Manslaughter,Female,28,Black,Unknown,Firearm,0,0,No,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,54,Black,Not Hispanic,Blunt Object,0,0,Yes,False
Municipal Police,Washington,Washington_othercity,Murder or Manslaughter,Male,50,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,Louisiana,East Baton Rouge,Murder or Manslaughter,Male,32,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Male,24,Black,Not Hispanic,Firearm,3,0,No,False
County Police,Maryland,Maryland_othercity,Murder or Manslaughter,Female,21,Black,Unknown,Handgun,0,0,No,False
County Police,Maryland,Maryland_othercity,Murder or Manslaughter,Male,41,Black,Unknown,Handgun,0,1,Yes,False
Sheriff,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,46,Black,Unknown,Unknown,0,0,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,25,White,Unknown,Firearm,0,0,Yes,False
Municipal Police,Florida,Dade,Murder or Manslaughter,Male,33,Black,Unknown,Firearm,0,0,No,False
Sheriff,West Virginia,West Virginia_othercity,Murder or Manslaughter,Male,26,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,New Mexico,New Mexico_othercity,Murder or Manslaughter,Male,45,White,Hispanic,Firearm,0,0,Yes,False
Municipal Police,Louisiana,Louisiana_othercity,Murder or Manslaughter,Male,19,Black,Not Hispanic,Firearm,0,0,Yes,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Male,31,Black,Not Hispanic,Shotgun,0,0,Yes,False
Sheriff,California,California_othercity,Murder or Manslaughter,Male,22,Unknown,Unknown,Handgun,5,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,18,White,Hispanic,Handgun,0,0,No,False
County Police,Florida,Dade,Murder or Manslaughter,Male,48,Black,Unknown,Firearm,0,0,Yes,False
Municipal Police,California,San Joaquin,Murder or Manslaughter,Male,26,White,Hispanic,Handgun,0,0,Yes,False
Sheriff,California,California_othercity,Murder or Manslaughter,Male,25,White,Not Hispanic,Knife,0,0,Yes,False
Sheriff,Ohio,Ohio_othercity,Murder or Manslaughter,Male,47,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,Pennsylvania,Pennsylvania_othercity,Murder or Manslaughter,Male,27,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Male,16,White,Hispanic,Handgun,0,0,No,False
Municipal Police,New York,Erie,Murder or Manslaughter,Male,24,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,25,White,Hispanic,Firearm,0,0,No,False
Municipal Police,Arizona,Maricopa,Murder or Manslaughter,Female,38,White,Not Hispanic,Fire,0,0,No,False
Municipal Police,California,Riverside,Murder or Manslaughter,Male,27,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Oklahoma,Oklahoma_othercity,Murder or Manslaughter,Male,32,White,Not Hispanic,Handgun,0,0,Yes,False
Sheriff,Colorado,Colorado_othercity,Murder or Manslaughter,Female,83,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,Florida,Orange,Manslaughter by Negligence,Male,32,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,California,San Bernardino,Murder or Manslaughter,Male,33,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,32,Black,Unknown,Handgun,0,0,No,False
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Male,23,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Male,17,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,25,White,Not Hispanic,Handgun,0,0,Yes,False
Sheriff,Michigan,Michigan_othercity,Murder or Manslaughter,Male,29,White,Unknown,Firearm,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,34,Black,Unknown,Handgun,1,0,No,False
Municipal Police,Arkansas,Arkansas_othercity,Murder or Manslaughter,Female,12,White,Unknown,Handgun,9,0,Yes,False
Municipal Police,Florida,Dade,Murder or Manslaughter,Male,14,White,Unknown,Firearm,0,0,No,False
Municipal Police,Maryland,Baltimore city,Murder or Manslaughter,Male,21,Black,Not Hispanic,Knife,0,0,No,False
Municipal Police,Louisiana,Louisiana_othercity,Murder or Manslaughter,Female,32,Black,Not Hispanic,Blunt Object,0,0,No,False
Municipal Police,Texas,Texas_othercity,Murder or Manslaughter,Male,22,White,Hispanic,Handgun,0,2,Yes,False
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Male,47,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Missouri,Jackson,Murder or Manslaughter,Male,56,White,Unknown,Firearm,0,0,No,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Male,19,White,Not Hispanic,Shotgun,0,0,Yes,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,15,Black,Unknown,Blunt Object,0,2,Yes,False
Sheriff,California,Kern,Murder or Manslaughter,Male,38,White,Hispanic,Firearm,0,0,No,False
Municipal Police,Maryland,Baltimore city,Murder or Manslaughter,Female,71,Black,Not Hispanic,Knife,0,0,Yes,False
Municipal Police,California,Alameda,Murder or Manslaughter,Male,21,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Oregon,Oregon_othercity,Murder or Manslaughter,Male,55,White,Hispanic,Knife,0,0,Yes,False
Sheriff,Louisiana,Louisiana_othercity,Murder or Manslaughter,Male,998,White,Unknown,Firearm,0,1,Yes,True
Municipal Police,Louisiana,Orleans,Murder or Manslaughter,Female,22,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Tennessee,Shelby,Murder or Manslaughter,Male,23,Black,Unknown,Handgun,0,0,No,False
State Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,32,Black,Unknown,Unknown,0,0,No,False
Municipal Police,Indiana,Lake,Murder or Manslaughter,Male,28,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,36,Unknown,Unknown,Firearm,0,0,No,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,27,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Texas,Bexar,Murder or Manslaughter,Male,22,White,Hispanic,Fire,0,1,Yes,False
